,SVD_1,SVD_2,SVD_3,SVD_4,SVD_5,SVD_6,SVD_7,SVD_8,SVD_9,SVD_10,SVD_11,SVD_12,SVD_13,SVD_14,SVD_15,SVD_16,SVD_17,SVD_18,SVD_19,SVD_20,SVD_21,SVD_22,SVD_23,SVD_24,SVD_25
PT10C,643.5447854614985,882.1132862451652,871.1717452875567,377.0746963547855,376.87717332192875,130.94966964973958,-49.727065086634184,248.97264595480644,406.6930372522602,-54.73653290794536,323.3898548075405,-271.0811316709841,3.5408397107821057,-7.307803950985364,30.639193960605333,3.9079966096236327,-15.434351360156858,-69.94070702629926,26.384069195737467,-127.85875815204012,212.68345709182717,-241.3038192940398,-51.610932671046314,296.8136277722719,-119.62735923022866
PT11C,903.451346889961,781.3733391463472,777.9430955889302,276.09315536842115,400.6533116244466,144.06626010621483,-10.919032426433278,366.28476826115866,335.7318729301892,-165.4774669629224,353.20194826212105,-258.6480301344001,39.26203008192211,-17.15355718626016,38.267585234367175,56.42458837797079,-26.548310483415104,-86.05363851712919,51.09765082985031,-163.4222900460771,203.8120054891876,-208.17668745366828,-18.348346017143566,290.26959529831254,-143.2275691834911
PT12C,577.1531717947313,1011.0892814177931,455.26292997408126,394.9132202669101,495.12288726210494,165.24034023980332,-41.20629277379023,289.02702714916063,526.2802516747416,-65.88717503227792,326.6394123966631,-281.7661997312448,-19.163384063958116,48.53001281257789,-5.0230434379017845,51.9362016929124,5.973123096485069,-128.11094075475665,4.645897370237659,-105.53895149162264,243.8605613292149,-284.30113141385533,-47.100557965612204,292.7516945460707,-143.2451349279734
PT13C,826.2835710608349,1064.7274148514198,452.6422365448463,319.8594268467027,529.9961565038836,131.24220715310474,-24.504012774111043,412.14302922979095,460.1394541083067,-194.2141302093266,359.3396218469906,-352.521801776763,-40.74612973396777,80.52854458758465,42.614562795462184,117.73951062706234,-21.303437126522457,-123.88030944222562,16.580561395449294,-134.069577264071,251.14380220757852,-303.70130452568503,-56.441068929545416,300.5948946364096,-118.98049600653259
PT14C,853.8778519152646,1006.4155013428336,511.1739370083216,317.5512244443535,479.6327676475148,109.83372894022335,-51.91511356780508,319.08411939862066,490.7615006462749,-124.36779063496917,393.0182716724943,-328.645888344017,-14.437182807910435,49.13061945810612,-5.024075014372223,108.98091308681397,1.6557563281726757,-112.69437381348467,24.37408975274592,-123.41301284617441,216.4410191018628,-296.860762801414,-35.37852277854832,312.9325611097231,-117.24611711230597
PT15C,814.1001150004737,1395.886462758415,662.2524315191455,345.7687209335266,524.7093069333476,170.66247872047705,-82.1813426268747,261.6804307022885,485.11117765271615,-94.5779846271666,387.225611153393,-336.8298208511147,-35.54563299068553,40.89802498490096,3.7803962612554534,97.00498657385278,6.595169439649411,-124.17835562676927,24.409408198679042,-176.47393003972977,291.18402916780457,-300.9067314613301,-94.01197411877972,300.9028879198651,-126.34957095989982
PT16C,867.1724077390204,1080.9592108254305,572.980766529611,278.7721573672206,450.7283874262344,143.61570646448666,-60.07344823153682,255.72830151774804,496.55648139872216,-94.16747282225539,381.9980262663489,-307.04641552058956,-44.05205612033262,29.229593023072795,-12.129396554268556,73.92487857179033,-21.50399748344917,-116.89933771619954,22.25952929762975,-131.3447568563266,250.3891440755185,-320.4440542392933,-60.16863883033316,323.77600747039077,-146.08298564043562
PT17C,757.1292457661141,930.2206903192491,513.9094563718083,318.9851547583533,434.50496109111987,132.31137204680613,-56.07226383552507,271.3598249864145,449.1200076030661,-113.93723060795068,343.4389166498167,-282.9959768256209,-44.59518151561054,44.4055712158267,-17.360021114572444,123.05371649450515,-46.343885718633665,-113.66216311820547,12.684682362409509,-83.18385652130037,206.85956429124002,-314.34247780755584,-7.759793222564951,326.4046005876135,-126.91116087601019
PT18C,775.7925610980767,962.4583716021796,538.9085864206663,318.835968739786,458.7220581855805,144.31525070688897,-55.3214574237022,265.95863763804624,504.3958871452275,-90.65270588744944,379.541687932932,-329.30909629966226,-47.57262510118424,41.61139695826512,-34.005355602175264,52.59990042308525,-46.58674733092341,-92.44599729990739,-7.403324665523409,-63.801491909801854,229.17672098243148,-322.5188735561871,-61.01326762707804,295.9482739042304,-114.59698836106624
PT19C,5006.537163318849,-1256.3350637069611,-11.792324509979295,-886.576045084446,337.22909248986656,-39.23255480342149,269.44331970549433,1722.5931299405268,-482.5818858451779,-1395.8554936373105,286.1844399686074,-38.88960133019999,41.481430007137185,57.371434691578756,-34.00153950703419,147.59442806931256,-0.7417311694996797,-2.347916627958413,45.3519602202591,-58.735219080384326,19.098577382175478,-39.436232392975576,41.145346407180476,15.335632107874975,-43.813344601293494
PT20C,1081.2120384742102,943.6693065164338,154.8778386818892,152.83952742021103,543.5564790280315,243.30103401076568,19.085506474995576,431.7439224449797,408.8697213191397,-210.76622832229197,309.4981131500764,-316.8644258920479,-7.46751361816532,90.39306864487367,-35.19606690721252,128.9760710077211,-125.32483590201933,-137.94574889156283,-5.971703542506765,-76.99343800658743,237.5919166239512,-331.84893168129383,-56.00784673068143,263.2058182042505,-139.83307694028713
PT21C,581.9449652469482,919.6026518514403,330.93979810011217,386.3356977057415,477.20631817187024,185.72397383985347,-68.13959332342931,268.8273469647582,566.7162598322881,-57.25594459698747,393.1097880144099,-321.84080974997494,-40.27895281059596,35.28291905155661,-83.37343849545594,102.59446570132481,-82.85005029093637,-140.69692239955768,-24.495327688534164,11.650729012909848,204.4637913857794,-405.1203208791634,-13.407039781902881,359.0879976833113,-147.49958223840034
PT22C,708.7986435099468,957.2180716066831,253.98971267857445,292.18657278368477,445.13355948806924,196.80567431904458,-23.0226093880842,279.16352867131405,496.4599269900918,-88.37437594864956,306.27115970617484,-301.9296550657969,-63.29446399437749,61.930075579249994,-45.23357230423354,59.165781236839834,-88.45451415394413,-106.45137520217608,-35.33326805894008,0.7506324116422148,224.63987219237254,-373.2979561209146,-82.17229078650068,300.01624328875096,-117.88429317028192
PT23C,862.8534358307346,1393.2267272451245,242.7439578863646,306.8482377556357,512.2118082322183,266.42446469319964,-29.852681040656368,246.66964401221088,490.21894051437596,-95.71012689912145,339.53465185338746,-379.59855679914244,-79.86382296266925,93.67586395679227,-39.52767980871914,48.803948639763696,-60.53277328033778,-110.23263998541508,-31.9463613791085,-72.96321183353582,283.77171327573245,-328.19076073412526,-154.77038640108466,208.3720892400205,-64.25715130704853
PT24C,630.7996221473828,1131.760368134943,356.4513985182235,321.99886841705757,483.12956146664754,209.51346939338418,-38.46603357698903,278.4465752286079,532.7367607010603,-75.89656270557617,341.6443823870993,-286.02687150093914,-53.222236584609696,45.56430223133124,-89.46967784570339,96.66449470807898,-108.40582658401091,-146.76271056247387,-11.762528407357236,-53.308751554620116,259.3120819340985,-406.43889998828183,-60.111650303322925,358.7492357789952,-170.2868102073099
PT25C,842.4312257306897,1640.6971193457239,206.86429902625466,305.0349649234078,606.6905079393516,264.6845391817084,-60.84940020390702,251.85475293587953,635.2946055082107,-73.09204666429768,454.0548203849627,-440.31362280796884,-42.47946269622381,83.4535525214657,-48.793631703490476,60.50209582301003,-88.31879965219233,-110.27697673182892,1.749563351898846,-184.0696641666918,369.6173023994204,-332.36787494261546,-193.0915506399383,229.82740147515784,-140.75788992928042
PT26C,347.69448126147614,619.7635467962324,154.0231470000272,207.48521860107226,337.3862925478667,200.1530889378748,-51.56881988574085,150.17522785913337,363.4488822645536,-21.36727516357405,198.93394077852525,-215.89902439909724,-56.8613521426061,60.55806369810355,-34.12129034419705,28.965368478822654,-29.345374203373364,-68.93065999344013,-42.46325745775009,5.551711408304211,178.56403538608114,-211.12778474033448,-93.5171984453198,121.11929936450721,-35.563624925876006
PT27C,1071.3579681648307,876.5970147076151,340.5875521156632,312.3617994314617,497.1910178546592,239.48420742831746,-91.28423223952313,302.9079309059753,597.7948464433358,-104.66343104806563,385.88684516642223,-361.93666280912015,-84.70800000232778,71.43985940622422,-102.89036493367036,59.233274738707244,-70.81037080675439,-127.49033091284824,-31.70418763669362,-21.13131086531707,251.06988120936677,-379.78359317178894,-85.27366069193995,293.94300568177437,-127.44635036431582
PT28C,704.8631880177043,977.4572426609186,514.990182367285,427.42513063279375,462.5139535074074,152.69470775577685,-137.00242905222987,260.6341491306963,673.2043135863911,-43.50969818111094,454.7554201859688,-397.1344946753481,-86.21222279308516,41.696438698013324,-94.59314328288139,50.491556899432396,21.244504724400276,-100.76977564899506,-37.89012741693086,-16.37340583495197,279.2527951788751,-393.53033016796076,-109.82609044075276,327.0623316499948,-160.5793791988471
PT29C,837.1776610744225,285.7776217567134,265.35067869689,423.31811242497406,572.7337138624326,166.30309751960235,-78.9168269301436,319.47453447067613,848.3695637378237,-71.58887855577481,561.7479459711114,-489.5054430175918,-88.86436822527222,85.7908001191713,-82.98781050223216,36.31868318910106,-52.86037976613435,-128.43525688560953,-67.03639744131337,127.15657823237537,164.77368168413122,-389.2015246068761,-93.14810553949344,356.6848382178307,-128.3528455822625
PT30C,845.1870723024928,374.74052730741886,296.768780581787,332.8948812106223,552.649572414271,185.80535581436453,-61.90789743249705,322.12209030274204,765.9674801198181,-72.00260767871765,460.71030875749994,-393.53597927542955,-72.83900151310841,69.63024378659102,-91.58820223694633,48.738838017172306,-118.55437421543813,-109.09742040287324,-43.78558082547953,66.44651896063505,166.9255737764767,-326.8650763224045,-42.20357204588865,317.1936788161948,-99.61157345558321
PT31C,1679.806619240553,-75.32597561350397,150.8882154863348,115.15211062168127,456.5941763211824,98.1954559611857,12.376974444924576,572.3789054757655,580.1347911516143,-339.67623983836796,484.2941931963307,-304.29473643581497,-1.806528994807524,74.98637717550942,-122.37738878435331,38.539099030603175,-85.10398635568936,-135.2312969714836,-16.764112170220603,36.41890982662744,127.32640896602602,-302.3572775043783,30.849599515601533,234.92486728814387,-125.67882891163582
PT33C,593.319548897483,400.683624312879,230.90378873686413,364.3291215310801,549.7390885383697,91.7208482088702,-35.06532154404624,292.4507962475593,815.1154714869007,-42.30990519705327,520.4896150766699,-398.4851842579331,91.55452861331094,88.1802189267921,-30.8145252892867,-20.562954922124295,-14.443576721668089,-169.07775295668964,-20.212673662635787,-19.639988363089312,182.13671772767043,-322.00984569537013,27.976525815574583,159.12864523725224,-192.81162360661705
PT34C,404.6036791493022,473.2518305386851,272.62000625447723,470.37637400539603,548.5145673807061,67.77585299039674,-56.30466053529879,257.17515101056716,854.0339665189267,7.257824150984702,594.1280002281054,-472.10293549902826,91.92764612650912,65.56553572551258,-45.48519656793403,-13.186298181003286,12.158613017157577,-157.97421048075145,-23.305796394944466,-12.136406830630502,190.35715557170155,-354.41149153528625,33.36411957039638,197.22279543291626,-172.5934964124188
PT35C,221.6472041424304,133.61639525505433,96.84841209933471,209.1113117544338,264.45849370919285,27.04747414029422,-13.373589152661388,186.05929044515366,418.14051209092554,-29.683135760644802,223.55415559098327,-183.14976928787405,6.637728205268877,56.02371488208969,-21.60554899030981,21.977839714015687,-4.393180547347698,-61.69683170849262,-28.450288143850482,27.787760158846,98.5502373541075,-161.1018066997459,-6.883001645244086,92.27627244497035,2.4016170405591466
PT36C,590.5003662604634,436.6403066541381,715.9952972036583,359.28998280592623,449.2968185362126,160.7240748699636,-39.58379767947628,275.8435561483192,587.661362754228,-44.0312536458087,419.6830157214233,-332.24543736671245,24.565132886215252,3.1343310141585814,18.461973425257927,33.01790503722382,10.236201954808827,-64.41698227653175,-4.425960665406811,-18.748708334410054,137.0645351381388,-272.56331339657265,-10.912864589623302,244.92728386275323,-57.46755501473921
PT37C,318.33379598749787,430.38222550334524,217.2882743666104,498.976860018665,506.7833892786866,17.57309769949963,-40.86137387325398,278.2295259214746,991.0687980689428,35.203938315039565,683.2178293198425,-594.7082342395987,-14.828611297637368,65.83091041539161,-122.62672087758658,34.40138684181268,-43.421195030536154,-59.18257213784225,-23.84884984157107,-39.599620772199025,256.060864906382,-400.20822083007175,-82.34262882835887,303.51067562549935,-62.5246971214347
PT38C,519.6512097926596,251.82278756456853,128.47611723309524,382.7067685760876,518.4312424497174,59.68957055126367,-47.436588638947526,327.9031819362864,765.5004750722214,-75.76503695764913,538.5208583848481,-468.91436607958684,-13.068704503644549,80.48497269969398,-26.583727722265493,86.21891643525377,25.974541439929386,-67.96872463924706,-21.540459288424117,-21.483678268573993,182.17822883865293,-289.35162595405427,-54.10292010286142,214.11017645762539,-22.09460952540811
PT39C,551.1576215626187,432.1618536564111,164.67179949373278,392.31730912645025,508.3554640803798,-26.958615343518108,-61.0093279583473,315.71187465296896,871.6407556058706,-40.419866219374036,610.2077690925033,-514.6163081865352,-11.352225888272386,78.26440689522445,-63.08135758461784,72.8499256494001,33.10511618004014,-57.12782408593899,-17.223836640981496,-43.90795535043088,231.36873580128403,-354.68340311753263,-84.06788165916664,300.2929938874404,-62.2339756029978
PT40C,642.9258243717604,681.5463488252001,138.2025144769667,467.22889824215497,631.116582935828,-22.720398982085253,-84.16899943816469,325.0116436269295,1001.6158923548531,-5.945460554226471,776.0929860002711,-736.2227698586455,-5.964467680152881,107.40348785910147,-123.30603601694321,40.141782147970964,113.45907151556018,-13.974971027918622,-28.58197471383237,-115.57665064635184,351.08958992057086,-383.7568429740055,-215.71748767503294,314.01328542647974,-2.215333508628367
PT41C,235.86425671064458,311.7721303824463,28.528389080483688,155.3603122254347,228.85770765716208,-6.887497262416903,-13.103811839689456,157.76246672230005,374.35137265532427,-22.462431545362087,245.70016607489492,-221.65957109592605,13.97950536579208,58.226814738108565,-19.326942183615685,6.11693210190856,13.39831485896803,-18.664633562984598,-25.79585067874679,-17.439136743720333,141.11818773728095,-131.74717145279806,-80.01031675220882,76.98063162973419,5.545994861258448
PT42C,636.3331069599642,1385.4866058089592,51.918862518949965,490.88415615824,614.4376468327874,-79.40633842747145,-55.75852309456006,286.77692997524326,1142.8597927862504,38.017125048250314,936.4613607705105,-891.4523862915196,98.9174618012159,134.17042191175457,-96.4786749692481,-73.54340421145788,-43.12322052834878,-12.984396769809589,5.213976507812428,-246.24066944197946,482.59043354665806,-422.89286291663626,-333.60921372230985,362.6198585305721,-71.41792335473025
PT43C,425.5676320962255,664.0436618873174,125.91749567825282,511.5417611603597,649.2774607900153,-75.4327185396245,-60.95157365787942,327.2782935694332,1174.8333970652736,38.98388713392611,902.9406984324643,-855.4055371889209,47.482555382155184,114.82987946264687,-109.38222574382706,-31.595913901467732,-89.25123007567312,-3.0822973751434906,-18.954554601588313,-127.02405109946021,400.2886489033384,-489.8350121940317,-253.64812383813887,410.0680054554833,-54.94009252687694
PT44C,303.285332738283,279.09525714798116,97.82761552187475,343.67884929117486,454.38984162654816,-40.576897893470296,-45.585922401859385,241.38970657306413,745.5758053817223,5.473085851695132,573.449165206272,-569.5915212125723,1.7170590831789958,82.39945321703301,-53.15426943493003,3.8895736722410272,-57.980029646422764,10.28651218270327,-30.501710535868305,-28.1062568288053,229.05191742433013,-297.37750046578196,-158.4898904222153,261.44917231062084,35.67019630300193
PT45C,464.7843907667333,426.31629524491177,235.55194325372153,564.4517250353824,674.2813892070749,-80.54518642959394,-55.18455693140844,343.1086115739764,1136.8017011225654,17.223859740709308,890.7334208997024,-854.427012957366,28.327051004545044,119.98176730711242,-109.93388990714469,28.180708698667,-33.018134524192526,21.18920933325014,-29.35010874500305,-46.24300801802977,301.8599373186418,-462.33253994607963,-213.88646540650475,467.5567059134594,31.54673655764576
PT46C,413.4535990046856,323.0996175017308,618.291606652861,424.16414307032113,504.90748072509723,39.57003267594057,-50.65821127302716,299.6536666335125,818.355440788231,6.300286413706642,593.149739194984,-526.7186619511227,26.03723188503935,33.693468902144836,-43.79036145948921,4.542640577465986,-30.642193175738434,2.766284135078857,-28.50811020658702,26.799395875487974,170.48755219178932,-293.47534657240703,-101.1076441477524,353.4501354605283,-1.0316840027881435
PT47C,381.3691599985609,197.28985269709688,434.450288579759,172.76558449594054,235.4216371011843,46.235128266108234,-33.26254844611269,196.60287766742525,250.82362824153165,-77.1533594916187,198.1610200118195,-179.80071913307785,41.46112849789706,43.02414412039113,62.27645401762266,-35.61220878105306,-17.836678827184457,-64.98337722160124,-9.928373346877079,-26.76130078349391,115.52721012973544,-118.84564057576252,-49.00990135188965,105.39976431949569,-22.406520661385848
Ch01,388.4230132465863,-3.583023272607386,210.83541756693063,330.2280005782917,1455.9917784437175,-310.56283507852,505.20153550779327,-413.4609407629216,21.915081420520963,-20.221447212634185,111.90747319718062,-184.3429450763598,-63.96223425919388,3.799551591534989,81.50982129817538,157.2903559791421,1005.3617350098244,191.28406804841595,-0.45253030198391253,-74.30854198828919,-47.10620482066922,-78.72556932490119,-68.04752381889922,256.7208741419279,576.7288048932726
Ch02,330.5682570213007,15.663066564728386,239.96425458914854,448.9551392170376,1630.48796794175,-516.6370005053357,558.6442332929761,-375.69734606084376,205.28006397487076,-69.49964036483773,294.44839236375987,-371.1567117445217,-70.6406385819072,61.102709625419585,228.87922390802723,-15.103690238509932,485.8616129584251,257.44732502971846,19.23479248982694,-96.64424259231299,-13.92736969744025,-164.76594772314607,-120.38475305867941,260.3167338092873,654.1230116653585
Ch03,272.9477595793414,19.118546508711844,187.40878076186826,257.3480450316823,1172.1569197932197,-431.48929228117777,481.66323873383067,-304.836338740028,-60.14793158751301,25.45600711515963,5.7055266829447,-117.00905442549735,-114.86532359654979,2.1552190983460466,-77.649717151469,34.37208725903517,211.9656878507671,-59.99814669742661,87.28682168427505,-186.2848230797186,-214.2605690907433,-45.28159609109309,84.33278282007781,241.9568568953024,928.4721401560971
Ch04,479.724680954043,-13.90356024633396,290.5185010843857,646.4826226938998,1798.1735815935701,-906.5158720213036,810.6966390612611,-647.8126614230353,80.11059887622653,-118.22582774968325,259.88776901508254,-221.3142585637118,-0.7497391491787841,-4.597190903839523,135.67290464750613,-90.84147756969926,29.942603448471594,470.9137936379203,60.41084195732326,-146.50325712196258,7.944531401467096,-231.46098385619746,-82.944837888163,190.67480772025297,718.5727325211158
Ch05,429.15712354091795,2.830040940406132,337.1319336633629,552.5303146065041,2073.8630671779924,-990.4388338130373,886.6457966672597,-784.5533726826392,-108.41627257467617,-154.9952040093429,197.81184706369885,-156.3856186228385,-17.65480646370183,3.781928727489976,194.37270334408927,-53.86581061247794,224.28044746227096,508.9792911611681,43.777804447518584,-91.9571070104813,-99.7532570844223,-96.28911716959773,-27.03745808582873,158.3058781521983,895.398519513417
Ch06,347.60236651561956,16.978146452257416,325.14378213577083,453.12628123212966,1938.4729543963392,-877.5923118872829,876.0561655135032,-700.9762878352591,-236.11646879405933,-98.20783276617766,70.24800584715437,-87.31655528983445,-65.47173597365388,-18.333757419419715,79.98031582452843,-21.90257121778428,253.27009750045187,252.79817893867977,69.20997797750951,-104.64036095901632,-232.84419799055146,15.078799967015359,15.559264636207905,187.07738977166665,996.3619390748568
Ch07,294.56097204796004,35.32045127830607,331.3071041071479,434.2252783676279,1960.002779100053,-949.498908613132,943.7042312647736,-717.6745109660001,-263.81440539580956,-94.49323268268385,15.32498082297253,-37.52732348633871,-58.061452434447766,-18.112816034142725,21.706546235314583,15.167614234070042,243.28633772636192,237.99649819611437,68.87389311210217,-110.83589988328346,-218.8211453171811,-10.761682035014692,21.492212813025823,195.0220754331674,976.8222597182444
Ch08,245.20129826917943,50.56982004308216,338.03359775380727,469.54715466803566,2011.566804625152,-1028.9749341174047,975.1005485262717,-815.8579345941014,-285.2534584932216,-177.80337004491858,-26.00975377457526,14.91256905666492,-60.97635756191791,15.06170214675051,-4.926001037893375,56.577692912055895,98.86481971296695,309.30512950848447,58.17211494006715,-83.3461127533436,-149.1024045750748,-27.176883122197825,4.872508864763704,140.15480297616696,726.3786397499572
Ch09,407.3657751703814,-2.7361221558098707,332.9028274934337,420.89167691178756,1991.0319905408708,-1053.486369502523,1000.5327163328601,-755.2270962779918,-331.2238202506139,-159.2798566798992,-51.68459599802287,11.232682136810189,-47.931595613277366,-45.37056427171209,-86.44608065758595,119.50465658600767,56.16390611423102,301.2510681015645,34.25471748268969,-67.21306105834593,-62.72944070190771,-79.8577812792167,-15.782832733118372,80.11603355576625,558.4097258956779
Ch10,285.832510824427,21.48030984332029,290.2661142651266,313.4509939291333,1664.0783813341511,-731.6876600538246,821.0903536816639,-559.2685658391081,-372.45297746471056,-47.45727022937804,-128.4680361849479,107.04182847325406,-152.997323579674,-65.38714234096828,-285.04775998597694,241.2774310688418,299.5938730547783,-25.810319133933806,50.760336916198995,-119.52115619455756,-203.4030471778646,-9.380678015180182,153.55543651630614,102.08475556067903,926.7694040525054
Ch11,265.5343009940338,38.40159990878425,340.1998801342637,356.0740817854688,1935.1163754690654,-881.8872106631537,990.7706515338713,-698.8767624218792,-452.76602736684896,-15.023611771230343,-228.79565671350662,152.79299313350808,-171.76291869167812,-42.56841775540574,-459.9264316109815,361.97255852955,394.59665008800687,24.972459795930572,78.56852968456919,-182.08202499087807,-230.54606961789548,-28.810642704366476,166.80167040422677,152.897705502557,1029.9096394798673
Ch12,264.49649527537537,30.887400728576498,344.7534148663828,319.1711591404923,1942.5395164441964,-792.7184057248631,995.6494274666743,-701.71521581187,-559.0466780820542,-35.69725941358444,-223.80400460538917,226.88324069673322,-202.99916157956073,-74.995467801074,-618.9484595486415,475.7880045648081,555.230447589581,-39.77991213375913,42.248783471974264,-154.7394880920132,-212.95536613544078,3.8147880440719786,190.00396704401672,136.60812346524727,1177.122148846523
Ch13,232.16895492904987,34.63032739365461,297.750391340812,283.1764341862196,1731.9363994256425,-749.8211242747398,896.8424621191975,-500.4800417218402,-396.77040880417957,143.5844266560052,-247.8926131233352,66.74587627946448,-124.57956752832617,7.701752757020718,-310.22278219948316,229.2549591355545,583.1017512762553,-51.01237657322123,181.13500122714748,-329.0873336300455,-492.9747628686929,70.04503278058837,152.65063252425554,373.00334304498244,1502.6503338237349
Ch14,221.8743683798967,36.364836176999226,287.6125029302666,219.6450617986237,1580.4050754369093,-703.1365237173028,858.6903987967257,-446.1845302867724,-418.00197293519653,122.1361400367409,-285.89870551152626,128.43453080683764,-196.04390211062838,-20.348831129002726,-493.1961758360248,297.5965588568182,548.4702275199611,-279.3058750636515,157.5764248980835,-307.9834209615828,-463.5284604994714,46.6420862255687,223.4266486553635,310.73417909142626,1447.6950673206186
Ch15,185.59956408121306,40.50839034566261,295.7348318683616,272.12486794090967,1677.228695517225,-846.3790009561155,933.84901313297,-592.3321348357849,-457.89676005111494,86.56888440371225,-345.24659823800505,112.68572584707208,-153.88722337827255,44.26651376614933,-419.7496531449666,289.615396207449,456.465634950622,-122.10534150534727,191.9032061200574,-356.8864516985524,-505.8574024754289,98.2361405065002,140.19286620700578,435.9668126957724,1588.1429804405518
Ch16,200.85803736318985,35.482702474428486,225.61120810339662,275.8788442173888,1316.0026008315106,-586.7582709839689,682.1245789613694,-391.2737473738563,-279.31994109703174,-6.681879530039433,-254.9802145182133,29.3253403901709,-154.3047334750224,60.351348371936346,-258.4873032999643,175.19451637349928,273.89411827532336,-144.20800306216177,131.73708179274524,-250.872558997282,-344.74568187311456,29.30459005083182,109.77522221352056,314.47115435530776,1123.6555412803389
Ch17,170.14521936792076,52.8327470712817,353.1368717006335,246.6528307770283,1868.266532346933,-1012.7529852055443,1125.000713669424,-735.9182127790448,-662.9464852567306,-22.756504402958434,-493.8165004938102,318.1700299667742,-280.44578930247235,-9.866022395147608,-913.5902002859764,578.6738479307825,428.8234336254726,-394.7045871443741,141.33570550316512,-359.1903096521289,-400.95338365858925,56.09824903877097,174.68201093657342,427.5561687724616,1703.6082835645318
Ch18,226.97979897864624,34.88538733557838,348.6261195442049,228.96654164365827,1851.4774019152171,-880.8121931117757,1077.0720201250217,-602.2203652120215,-642.5528622548399,104.60710750453843,-515.0251053114487,238.1835895389916,-256.5379760722089,-8.947576488064735,-854.0292881692853,567.9250975081056,638.5000200936115,-410.71223958089206,179.25734553558672,-393.4279843431366,-502.54569242234476,101.26798816181343,243.18504118157742,402.61448841029664,1639.9410719330908
Ch19,157.58047098899974,45.17997558538433,334.7842800202807,220.0032974932933,1749.445529338948,-815.7030786263981,1013.0140686880186,-615.6661452508947,-598.7883778883579,74.03135844408764,-473.0348112399817,232.14164068083008,-262.2196280849327,8.940682038954611,-785.2525430664653,469.99146101802063,647.1930734383964,-468.32709913285953,160.96243616939896,-343.67493906057683,-506.3433490948886,151.69177572766952,244.95869475079562,370.4063418237806,1551.0398391155986
Ch20,236.67325624125883,14.68259872180912,273.84259275301577,177.78845827473458,1509.9559990393502,-644.7374831666799,851.7419288346862,-362.66233081708856,-534.8432947402033,210.9499083491041,-419.97487287505174,145.20514373867462,-190.6871948148817,-24.624413484925725,-642.4751993990745,457.2503471738965,638.0949146522873,-289.68279028317744,160.54614989686866,-328.93775925966656,-460.07413010401655,65.75215837472338,221.8731842317577,294.49006828794614,1343.5752849063113
Ch21,190.20626179176145,13.688710901404272,227.73884931226848,163.00280000208534,1281.011464300594,-695.3902425637067,767.4652405057985,-211.95057164037522,-400.153840605025,281.7204313843563,-539.5576479125309,-41.10230948605883,-154.68603951797627,83.69894458993517,-392.997903987103,150.42787744271595,427.91474922552504,-363.76392222160695,327.8886263453436,-516.7546651538937,-737.1885520911792,147.89519834454035,197.82993078173587,492.62792957627096,1346.846141065168
Ch22,187.34302602899024,12.3941826708945,233.86771897356655,158.2516258745883,1271.918726463646,-709.7187145244214,765.9526502339527,-350.86460830037845,-403.2652141777065,144.37661982351054,-381.14683462450114,44.88647495114427,-184.43097247549795,13.000818577428142,-347.04984497022014,106.39849046024824,388.0454716843463,-464.56634757128853,211.1389906269047,-344.4100287035269,-613.3951584904576,200.27486217784906,212.70157042739947,338.1630280103774,1385.7738098212358
Ch23,227.64921231408624,15.496900917323982,243.49191130846626,304.86021852568496,1347.7743422435592,-643.8335021659861,682.925516493139,-319.45917950850617,-395.530882411439,170.06938526131796,-403.9919618376153,-3.7422555961851764,-242.61107845483815,50.996205357729416,-312.0819841601827,115.09420933276219,421.37681923422315,-470.10673792281995,257.26566256475854,-426.6548966169553,-686.0156434377919,214.53078463134673,232.21037726974478,429.99259893278366,1589.8017523903623
Ch24,176.180466813381,29.33136277877682,260.48007460788114,195.20417740336262,1459.85898494727,-718.6183231929768,830.5661682178842,-339.5755247726963,-452.1355942875191,188.6743750015959,-410.856684331525,40.206868488708984,-195.00399042799293,38.98702593002374,-344.86493038914,141.19323090855744,386.5296554372768,-435.42946931309814,248.9224702887242,-421.515589428222,-687.7772648657005,177.0309535490445,198.7872175761396,450.86116181672844,1703.9055041494355
Ch25,220.4956428986971,15.788146205796963,239.44043987008783,186.874927600159,1400.7556676458616,-651.4283015935378,794.5102249316458,-268.9495591508529,-422.20261483277886,279.02308413148086,-555.7044932869361,-3.8286663809713866,-156.1180710619632,71.55017473033763,-437.9740935098176,238.6444101663877,315.91477057582944,-314.6563096888756,300.67141907773123,-521.9390898301948,-657.8443240244801,74.17915657587349,144.41749001742136,551.7231575459167,1526.0348440860182
Ch26,208.0881823097583,17.085505330149797,216.06707474996125,211.38140261341744,1313.6244964333898,-632.8267475206374,715.1936871465774,-314.1984085851705,-347.5850922714501,167.92024259382725,-372.46268797532224,-28.412829251276705,-118.01820475183543,75.25126677969506,-217.2093135887091,129.81316841313387,274.7352803419763,-169.07158912162876,247.20014294522744,-396.8728041567301,-583.240628655381,95.51275937280856,130.42931810542524,422.49642154106914,1341.0750251754491
Ch27,198.40430944403087,26.082151772816058,202.2945899356835,210.58123409079062,1167.8488958245052,-469.69681313221867,566.0537949683023,-296.5820427324426,-119.61605331664079,56.001075405838705,-184.0117312848341,-12.45681672128969,-79.81513558713647,27.22527836404627,-116.1288431356844,40.95363180113291,211.03731098867638,-175.5069654361653,163.3106623515846,-306.3918300367055,-336.50583954055713,-73.22371385772188,241.00290021429112,155.98471430008897,924.2525164356792
